id,score,date,period,doc_dist,title,top2vec
1289687763,0.4080464528923671,1954-09-21,5,0.28282073,Rights of Nations ancl Migrants.,0
1140694567,0.407942446346807,1997-10-18,7,0.40719607,Hypocrisy seen in Canadian visa order.,10
1356559988,0.4079189607773189,2002-06-20,8,0.2026122,Refugee claimants flood border to beat new rules.,5
1239759784,0.4078743579737977,1974-07-18,6,0.18334945,Refugees.,0
1237211549,0.4078633037361002,1988-01-25,7,0.17177074,Haven for refugees.,0
1284671825,0.4078030640291557,1961-07-27,5,0.25865993,Selective Immigration.,0
1151468862,0.407787469185377,1986-08-18,7,0.3977446,Being misled not a 'decisive factor' in claims review.,11
1323759356,0.4077815170838013,1924-05-30,4,0.29257283,SHOULD IMMIGRATION BE DISCOURAGED?.,0
1284986867,0.4076877427454971,1961-04-04,5,0.17904063,Canada and the West Indies.,0
2276877995,0.407673372453056,2016-02-19,8,0.4897423,Liberals restore health care to refugees.,15
1241699217,0.4076648840908152,1971-04-23,6,0.34073073,Too lax for criminals'.,4
1435794649,0.4076554921617206,1927-08-11,4,0.2611371,SHOULD BE KEPT OUT.,0
2610126836,0.4076338680775297,2018-11-12,8,0.20472953,NATIONS AND NEIGHBOURS.,0
1313945616,0.4075266058075174,1961-01-30,5,0.21575677,Rabbi Opposes Canada's Bar To Unskilled.,16
1356626873,0.4075104489321638,1928-07-07,4,0.325506,THE BISHOP WARNS AGAIN.,0
1238520661,0.4074411857953865,1987-08-20,7,0.19537948,The attitude to refugees has a parallel from 1939.,11
1284567156,0.4072483248535283,1962-05-17,5,0.26110932,Letter to the Editor 1 -- No Title.,0
2121479383,0.4072156842414992,2015-09-05,8,0.1885653,Forget labels when we witness such dire human need.,3
1412254410,0.407178607887522,2006-12-21,8,0.22522926,Europe's up the immigration river without a paddle.,1
1237431202,0.4071413373766697,1984-01-09,7,0.41709116,Refugee status sought by Tamils.,11
1143664867,0.4071155648567761,1994-06-27,7,0.15996832,"Talking tough, acting soft.",1
1444799847,0.4071047076062459,2010-08-20,8,0.22653165,IMMIGRATION.,1
1288444104,0.4070485169378859,1960-02-06,5,0.22874288,Canada and the Refugees.,0
2610165527,0.4069501546955039,2018-06-20,8,0.20030998,Number of asylum seekers more than doubles in Canada in 2017: UN.,3
1287808921,0.4068299005270048,1951-12-05,4,0.22148749,Quebec Papers Call for Immigrants.,0
1143277756,0.4068278114307654,1994-11-03,7,0.30441785,VERBATIM.,1
2122280394,0.4067378660642512,2015-09-15,8,0.15016408,The refugee reality bites Europe.,5
1354838275,0.4066567430670935,1931-08-17,4,0.20832708,EQUAL RIGHTS WANTED.,0
2273219514,0.4065983521465902,2016-04-26,8,0.15005457,A refugee experience from the outside.,1
2459921039,0.4065965742099485,2017-02-02,8,0.18896627,Display Ad 15 -- No Title.,7
1366116748,0.4065574469386179,2003-09-20,8,0.29072404,Arrested Pakistanis make refugee claims.,9
1238426087,0.4065242296340566,1987-02-11,7,0.28126904,"Tamils wouldn't be deported, Bouchard says.",11
1237752795,0.4065002651753638,1989-01-23,7,0.17505516,Right step on immigration.,4
2122102510,0.4064086212195637,2015-11-24,8,0.45665267,Refugees to start arriving next week.,3
1371126650,0.4063894944450785,2008-01-21,8,0.1760444,REFUGEES.,9
1124953710,0.4063494846885108,2000-06-13,7,0.43200496,The northern border faces U.S. pressure.,7
1143897786,0.406280364636347,1991-06-07,7,0.17192282,LETTERS TO THE EDITOR.,0
1238292834,0.4061826588234402,1988-03-21,7,0.38978124,Turks reported en route to Canada.,6
1125710563,0.4061087409704341,2001-10-19,7,0.2449819,"Refugees can hire lay people, court says.",2
1143718830,0.4060989625322408,1993-01-27,7,0.20596975,Gender persecution.,2
1151543248,0.4060429432525092,1992-04-16,7,0.17048551,Immigration panel ruling sets precedent for refugees.,2
2273242842,0.4060382720795222,2016-03-19,8,0.24780712,"Fewer guests, more citizens.",1
1356010501,0.4059753195092884,1940-06-06,4,0.23495813,Allow More Refugees To Come to Dominion.,0
1143224240,0.4059614491234005,1993-07-27,7,0.32442707,There's plenty of room for more.,1
1239236246,0.4059396225536674,1979-01-29,7,0.16622704,"Refugees doomed if more not done, says Torontonian.",0
1125631097,0.4058727919627189,2000-08-23,7,0.1848973,Flipping the welcome mat.,1
1151474207,0.4058142397622556,1986-08-14,7,0.44341576,Sri Lankans don't face deportation.,11
1143140894,0.4058050136113416,1998-01-03,7,0.21203302,Stop spending on immigrants.,1
1942793302,0.4057393860596008,2014-05-28,8,0.43697718,Canada can take more refugees.,3
1237489145,0.4057378870574477,1984-06-05,7,0.48795158,Central Americans fleeing to Canada.,6
1444805657,0.4057109963779764,2010-08-12,8,0.42141882,SRI LANKAN REFUGEES.,13
1326000135,0.4057096941050139,1945-03-10,4,0.17013119,Refugees From Europe Doing Well in Canada.,0
1238330881,0.4056873177090304,1988-07-20,7,0.3315407,Iraqis seek refuge.,8
1316315575,0.405671005976466,1960-08-15,5,0.21827486,The Immigrant and Crime.,1
1291594480,0.4056624888331017,1949-10-04,4,0.19368593,Screening Too Finely?.,7
1125525831,0.4056553431462635,2001-10-01,7,0.48637316,Most want PM to cede sovereignty over border.,7
1238507095,0.4056061791742,1987-07-25,7,0.2643052,Middlemen profit as refugee regulations spur human traffic.,11
1125658038,0.4055174269870253,2001-02-17,7,0.3474256,Next up for court: Refugees who face torture.,9
1371046454,0.4054964134668677,2006-06-21,8,0.25751173,These cultural streams truly benefit Canada.,1
1288793941,0.4054577627933917,1959-12-01,5,0.21760532,Action Is Urged In Refugee Year.,0
1325944196,0.405380756278959,1939-03-27,4,0.197227,PROTECTING OUR CITIZENSHIP.,0
1237277068,0.4052584945339479,1988-03-24,7,0.23273101,Ruling on Turks creates turmoil in immigration.,6
1241375611,0.4052491741201622,1977-06-08,7,0.28323233,Proposed law 'repressive and dangerous'.,4
1143956828,0.4052328468467855,1991-07-12,7,0.32519647,Canadians speak up on immigration.,1
1240514005,0.4051878269139047,1972-09-01,6,0.14918149,Immigration policy seen wrecking life.,4
1313744186,0.4050644381294567,1987-11-24,7,0.23910317,"Should Canada get bigger, or better?.",1
1811377151,0.4049063849236793,2013-06-25,8,0.26123473,Stephen Lewis explains why new Jewish group is challenging Ottawa's refugee laws.,10
1350808493,0.4048787162889825,1943-11-09,4,0.19775456,Duplessis Works on Prejudice.,0
1323335408,0.4048293258312113,1939-03-16,4,0.1994199,Refugee-Conscious.,15
1351930551,0.4047428468456046,1928-02-04,4,0.2567917,IMMIGRANT PERMITS TO COME UNDER FIRE OF PROBE COMMTTEE.,4
1222354689,0.4046284049694864,1985-07-23,7,0.40832382,India pressing Canada on refugees Sikhs say.,12
1325961254,0.4045455992587962,1943-12-15,4,0.2108851,Correspondence.,0
1356090105,0.4045133405673634,1960-01-12,5,0.23086599,A Feeble Excuse.,0
1138625380,0.404511741164725,1999-05-15,7,0.19887643,Speaking of eating.,4
1351782022,0.4044862058505218,1919-03-25,3,0.2737118,BAR OR DEPORT UNDESIRABLES.,0
1411820063,0.404481311971807,2006-06-05,8,0.14702225,"Terror in Canada: Perspective, please.",1
1240519487,0.4044797891671747,1973-07-16,6,0.16620617,Amnesty.,0
2122110458,0.4044154740212636,2015-12-29,8,0.178135,Should refugees be welcomed with debt?.,0
1400671477,0.4043521710210453,1956-04-14,5,0.28241643,New Immigrant Source?.,0
1323412512,0.4042324531790602,1946-04-11,4,0.2894932,Refugees.,0
1151142396,0.4041394432322146,1990-03-16,7,0.18464197,Refugee plan mired by Iranian traffickers.,2
1143627651,0.4041123183479604,1994-03-18,7,0.1942497,Signs of 'soft prejudice' criticized by rights body.,4
1287484542,0.4040610842013327,1948-08-04,4,0.27515402,"Canada to Admit 1,000 Who Fled Czech Terror.",0
1237819707,0.4040501569080131,1989-04-25,7,0.19962627,U.S. white supremacist renews claim for refugee status in Canada.,12
1435727916,0.4040348531159685,1925-08-13,4,0.21067376,SLAV IMMIGRATION.,0
1141838535,0.4040057093653565,1993-08-02,7,0.20420915,Unfair to immigrants.,1
1323631525,0.4039313964137732,1947-02-14,4,0.23359399,Spanish Refugees Going to Mexico.,0
1351241751,0.4038188497120112,1913-06-02,3,0.25858125,TO AID THE IMMIGRANT.,0
1942876142,0.4037811994943063,2014-05-07,8,0.25782987,Why Syrian refugees will thrive in Canada.,3
1400769864,0.4037363632992363,2004-01-02,8,0.23420317,Tough rules strand immigrants.,7
2121474549,0.4037113090742134,2015-09-29,8,0.22905521,Banishment is a poor anti-terror tool.,9
1444963816,0.403677706194155,2010-12-28,8,0.32433814,IMMIGRATION.,1
1143936734,0.4035079690431324,1986-12-27,7,0.21439435,Mr. Weiner replies to criticism.,6
1238322840,0.4034981343414336,1988-07-16,7,0.2735128,"36 refugee claimants are just fraction of 700 monthly arrivals, official says.",12
1239266135,0.403459392883796,1979-07-19,7,0.23291515,Language barrier down for boat people: Atkey.,0
1444798819,0.4034163268598582,2010-07-22,8,0.18207069,REFUGEE SPONSORSHIP.,3
1238272586,0.4033932226641732,1978-11-18,7,0.18658097,Canada joining move to resettle the boat people.,12
2459968451,0.4033733406447881,2017-02-24,8,0.2918832,Coming to Canada.,5
1132739659,0.4033622941805279,1999-01-16,7,0.18107581,Alarm raised over missing would-be refugees.,14
1350640090,0.4033488106783753,1920-01-23,4,0.23295891,CANADA AND THE IMMIGRANT.,0
2605874390,0.4032677157193,2018-05-17,8,0.18427995,LETTERS TO THE EDITOR.,16
1237674632,0.4032641478549812,1989-01-07,7,0.30963138,"New refugee process violates rights of claimants, lawyer says.",2
1140676158,0.4030840485631257,1997-09-26,7,0.3069102,Warning letter shocks Gypsy immigrants.,10
1237169993,0.4030494142251222,1989-01-12,7,0.21570708,Ban the cheats.,2
1135538002,0.4030444984111651,1999-09-16,7,0.49738494,"Immigration fairaess, not immigration folly.",14
1143695045,0.4030308083791087,1994-07-14,7,0.2880023,Study backs immigrants on crime.,1
1284571531,0.4029796538883665,1962-05-26,5,0.18890204,Canada Called Immoral For Barring Chinese.,0
1356637203,0.4029715476704719,1939-08-05,4,0.20062043,CHURCH JOURNAL MAKES PLEA FOR REFUGEES.,0
1371258632,0.4029418659251054,2008-07-05,8,0.21917139,IMMIGRATION.,9
1239481577,0.4028881726278211,1975-09-26,6,0.33360162,Attention.,1
1288641645,0.4027718156132264,1957-05-15,5,0.18432492,Some Troublemakers Said Among Refugees.,0
1143454396,0.4027182623494697,1998-06-06,7,0.23123696,Minister seeks ways to deport drug dealer.,2
1435614132,0.4026993298645622,1985-10-02,7,0.2577882,"Call amnesty for refugees, rabbi urges.",2
1313752814,0.40265499641787,1943-11-16,4,0.2054144,By Succoring War's Victims Canada Would Be the Richer.,0
1237257639,0.4024941940668585,1988-12-01,7,0.21327677,Ottawa rejects visa curbs for Trinidadians.,2
2122057913,0.4022731442009125,2015-09-10,8,0.32703578,A reality check of political will.,3
1140875862,0.4022400823347462,1994-10-28,7,0.2509015,Canada has a chance to get its immigration policy right this time.,1
1351260578,0.4022130409778495,1933-02-04,4,0.21814688,AFRAID TO CO HOME.,0
1323307984,0.4019410009608862,1938-04-08,4,0.18521138,Canada's Welcome to Refugees Prom Austria Still in Doubt.,0
1942867629,0.4019347652705797,2014-01-23,8,0.4157245,Refugee claims reach 'historic low'.,15
1145472102,0.4019197806213834,1993-02-17,7,0.21487315,Multiculturalism and becoming Canadian.,0
1238392521,0.401867493935868,1987-01-07,7,0.3062763,"Restrictions on refugee entry, appeals feared.",2
1313697240,0.4018371887856642,1966-10-15,5,0.2766409,Steps planned to keep outforeign criminals.,4
1288373431,0.4017550427075532,1960-01-11,5,0.18408729,Attacks Glass Curtain Against Immigrants.,0
1434969870,0.4016641937570499,1996-11-01,7,0.22780591,"Immigration levels are both high and low, depending on the perspective.",1
1356613824,0.4016596925442689,1920-10-22,4,0.289629,CANADA AND IMMIGRATION.,0
1366112878,0.4015456682654315,2003-02-22,8,0.17274132,Let's try Zundel denial.,2
1356349539,0.4015151759899719,1910-11-15,3,0.2904272,THE WAVE OF IMMIGRATION.,0
1354127348,0.4015002959501154,1921-07-29,4,0.22267574,PROBLEMS OF IMMIGRATION.,0
1239207025,0.401446412559094,1979-06-16,7,0.19416596,IMMIGRATION.,1
1355059412,0.4014265140968936,1907-10-05,3,0.24211942,NOT USING A DRAG-NET.,0
1444803185,0.4013233869525567,2010-08-13,8,0.21001771,LETTERS TO THE EDITOR.,13
1354627416,0.4011552634577049,1929-01-11,4,0.24565011,BRITISH IMMIGRATION.,0
1238522205,0.4011058059774918,1987-09-10,7,0.19315606,Mexico planning to deport Hondurans.,6
1313913200,0.4011050911007582,1948-08-20,4,0.24508104,42 More Refugees Brave Atlantic To Flee Russians.,0
1135296147,0.4010955346228687,1999-08-02,7,0.15466131,LETTERS TO THE EDITOR.,8
1313813659,0.4010429010594182,1977-10-22,7,0.1766375,THE IMMIGRANTS.,1
1239287711,0.401029949811124,1979-10-04,7,0.20725624,The welfare state.,1
1942953089,0.4009840702568358,2014-10-14,8,0.19708541,"Federal prison considered for detainees, memo reveals.",13
1411805652,0.4009477734292868,2009-12-18,8,0.27498713,IMMIGRATION.,9
1313743933,0.4009266611421471,1969-02-15,6,0.21544503,A helpful student jab.,0
1400873553,0.4008269223114954,2009-10-20,8,0.36841768,ASYLUM SEEKERS.,11
1151511181,0.4007927001268643,1992-06-20,7,0.16273156,Reform Party's criminal justice proposal.,14
1144337026,0.4007771205810529,1990-05-26,7,0.189575,From Plovdiv to gander.,11
1323410551,0.4007502824525074,1946-04-06,4,0.20775056,What Are We Waiting For.,0
1151549497,0.4007432053202401,1992-06-18,7,0.12998873,Table of Contents 1 -- No Title.,7
1238330875,0.4007387889956365,1988-07-20,7,0.5690329,Path cleared for passage of 2 bills.,8
1238327521,0.4007314435454494,1988-06-04,7,0.38018888,'Final offer' fails to placate critics of refugee policy.,8
1151507250,0.4006809592295914,1992-03-11,7,0.2547818,Showing the way to refugee reform.,2
2459919441,0.4006560734006326,2017-02-01,8,0.1210823,Canadian values test could apply to white supremacists: Leitch.,7
1412601707,0.4005193621452818,2009-09-04,8,0.1946645,IMMIGRATION.,2
1313917620,0.4005106298608505,1957-06-08,5,0.22841626,A Distorted View.,0
1518957463,0.4004820539270781,1868-10-15,0,0.17768645,IMMIGRATION.,0
1237437904,0.400450096268921,1988-10-15,7,0.20309965,Canadian lobbying for refugee changes alarms aid groups.,2
1400824325,0.4004378907083848,2002-11-05,8,0.20042636,The boundaries of friendship.,7
1270844250,0.4003143704636286,1965-10-02,5,0.17458296,The color problem: we are all tainted.,4
1240085762,0.4002028475134112,1973-11-03,6,0.15548813,"A potent mix: bad jobs, immigration.",1
1444927507,0.4001963016475335,2010-08-31,8,0.3838815,TAMIL ASYLUM SEEKERS.,13
1354055463,0.4001699043942021,1940-09-03,4,0.1971527,LAXITY IN THE PRISON CAMPS.,0
1240153377,0.4001078589655259,1973-12-08,6,0.19400883,Compassion with caution.,6
1137467537,0.4000745561020767,1996-03-26,7,0.2569943,The immigration cheerleaders.,1
2122121229,0.4000290058877325,2015-10-09,8,0.24293277,Flirting with racism.,10
1444891121,0.3999645625215541,2010-05-15,8,0.22786595,Where's the fairness?.,15
1513542955,0.3998763095258182,2011-01-12,8,0.32049456,Present-tense fear.,11
1239956176,0.3998548464236772,1976-11-25,6,0.38324997,"Jobless rate, refugee movements could affect levels.",4
1371118394,0.3997556963589425,2006-07-26,8,0.1752644,Ottawa to review help for non-resident citizens.,16
1356380596,0.3997146898361262,1929-11-22,4,0.3165977,"CANADA'S PROSPERITY RURNS TIDE FROM U.S., DECLARES MR. FORKE.",0
1313763085,0.3997104406151738,1989-08-24,7,0.24670734,Refugee acceptance.,2
2748144616,0.3996685460820384,2019-09-07,8,0.13012935,Canada is not immune when it comes to mistreating migrants.,1
1412620571,0.3996116357148786,2007-11-02,8,0.2582148,IMMIGRATION.,1
1287215321,0.3995859508520594,1953-09-04,5,0.2639694,Accommodation Needed.,0
1145522627,0.3995547784482743,1994-09-20,7,0.100844264,NEWSBRIEFING.,2
1316244707,0.399515167864938,1950-02-22,4,0.23754403,Harris Asks Canadians Greet New Immigrants.,0
1356031890,0.3994457605748815,1940-05-04,4,0.20699449,Foe Says France Abuses Refugees.,0
1412331290,0.3994358750222115,2009-07-04,8,0.5146426,REFUGEE CLAIMS.,10
1140814757,0.3994294643264927,1995-12-08,7,0.24888052,Refugee groups won't attend meeting in U.S..,7
1284870419,0.3994147970081036,1962-07-26,5,0.20308149,Hong Kong Goal Of Refugee Boats.,0
1649703907,0.3993428964995563,1897-07-13,2,0.29136834,THE QUETSION OF IMMIGRATION.,0
1151119620,0.399290571032,1991-04-23,7,0.20906873,Section of Immigration Act quashed.,12
1942966201,0.3992488442570185,2014-10-06,8,0.36789095,Are we still that Canada?.,3
1144601101,0.3992382983047278,1991-04-18,7,0.17911313,Canada shifts focus of aid for Kurds to Iran.,3
1138257188,0.3992004909434521,1999-07-28,7,0.17240682,A blessing of immigrants.,1
1239198848,0.3991649142752377,1979-05-21,7,0.2692279,"Canada to take Iranian Jews, Trudeau says to questionnaire.",16
1239195122,0.3990131746386746,1979-01-17,7,0.3263648,Canada offers a tradeoff to aid Indochina refugees.,4
1326053328,0.3989765258489113,1943-12-17,4,0.2914838,ALIENS GIVEN MORE FREEDOM IN DOMINION.,0
1313813274,0.3988928373497641,1988-09-02,7,0.16480884,Ottawa to sponsor Ukrainian refugees.,11
2273309533,0.3988227217186035,2016-08-24,8,0.21362175,Can newcomers be told where they must live?.,1
1811312113,0.3988006844651287,2013-02-09,8,0.173929,TALKING POINT.,0
2459842483,0.3986693444287361,2017-03-02,8,0.43545562,"Canada, U.S. to discuss influx of border crossers.",5
1151133095,0.3986608644175402,1991-09-20,7,0.38808697,52 Sri Lankans arrive claiming refugee status.,11
2122206489,0.3984973779809987,2015-09-11,8,0.3805324,A Canadian opportunity for global leadership.,3
1369060119,0.398453723846132,2005-09-21,8,0.27140477,Martin speech hints at priorities.,1
1239792007,0.3983893700113447,1974-10-29,6,0.26338473,Shaping immigration policy.,4
1240053393,0.3983564976864858,1973-10-29,6,0.17326272,BRUCE WEST.,0
1352063688,0.3983430552843437,1922-05-01,4,0.2620756,IMMIGRATION.,0
1371121891,0.3981685162158538,2006-09-23,8,0.22598271,Refugees with HIV.,15
1325781934,0.3979776475439533,1947-01-25,4,0.32569298,Immigration.,0
1354382376,0.3978717505629154,1907-06-15,3,0.22450723,BRITISH PEOPLE COMING TO CANADA.,0
2273256850,0.3978616959718452,2016-09-22,8,0.22436972,LETTERS TO THE EDITOR.,1
1240393446,0.3978374945474126,1972-04-05,6,0.22450176,What do they seek?.,0
1237213170,0.3976958909037573,1988-02-15,7,0.16645776,"Retailers, jobs begging, seek more outsiders.",1
1238544756,0.397669681647206,1987-08-19,7,0.38665646,Airlines balk at controls on passports.,8
1237485734,0.3976406205354889,1984-04-10,7,0.33748165,The immigration mix.,1
1147347774,0.3976236986684432,1990-03-30,7,0.23344617,Newfoundland asks Ottawa's help in housing for refugee claimants.,11
1238535135,0.3976222233526575,1987-09-29,7,0.37285194,Refugee-ship report cited.,12
1323658069,0.3975598418995787,1947-12-09,4,0.2940777,Helping the Immigrants.,0
1288561405,0.3975445522898874,1958-05-12,5,0.44219157,The Arab Refugees.,16
2459833020,0.3975263284713046,2017-08-07,8,0.16990061,LETTERS TO THE EDITOR.,0
1412709588,0.3975001822045194,2006-06-17,8,0.20167905,What Canada needs now: a million poor Africans.,1
2273309484,0.3974734277836468,2016-09-24,8,0.2592014,When distant forces feel like dire threats.,1
1366090812,0.3974583246642627,2005-04-16,8,0.18595003,Ottawa can rescue its refugee system.,2
1942875808,0.3974159944774789,2014-05-07,8,0.21639986,Report criticizes changes to refugee act as 'draconian'.,2
1125033468,0.3974096985662961,1980-01-07,7,0.18002553,New England border aliens' aim.,5
1356598350,0.3973463755326943,2003-11-29,8,0.39779314,Whose human rights are we protecting?.,9
1124944154,0.3973266772502825,2000-02-22,7,0.17767945,"Immigrant 'head tax' must go, group says.",0
2121458560,0.3972918865622844,2015-05-23,8,0.21918468,"Where refugees are a solution, not a problem.",3
1239313942,0.3972913545035459,1977-02-12,7,0.23154436,Results of Ottawa survey.,1
1239315077,0.3972530322649554,1977-08-19,7,0.25276816,Refugees.,0
1238623985,0.3972295484073461,1983-06-20,7,0.28397563,Aliens to get health care in Quebec.,15
1151128247,0.3972282616716258,1991-07-19,7,0.20094064,Niceness not enough to build a nation.,1
1151613403,0.3972074120132548,1992-02-20,7,0.25157622,Activists seek public inquiry into refugee board.,2
1237161846,0.3971434323690906,1989-01-13,7,0.33163607,"New immigration rule deports real refugees, Amnesty worker says.",2
1238509140,0.3971279062579236,1987-07-28,7,0.4501629,"Humane, but cautious.",12
1412619043,0.3970418954491788,2007-10-16,8,0.255504,INTERNAL DOCUMENT THE PARTY'S PLAN.,1
1411811425,0.3968754881082889,2002-12-24,8,0.14221299,No room at the inn.,7
1240195729,0.3968455311542082,1973-01-05,6,0.39469078,Plan curbs on abuse of Immigration Act.,4
1288609034,0.3968199972762421,1957-01-26,5,0.24104267,"Takes 3,382 Refugees, Ontario Top Province; Expect Some 'Bid Egg'.",0
1354024107,0.396793174262181,1909-04-03,3,0.21786317,ONLY THE BEST ACCEPTED.,0
1371259567,0.396785022385812,2008-07-04,8,0.19157086,What would Champlain say?.,7
1237605063,0.3967822567325977,1984-11-26,7,0.15174823,Lives of illegal immigrants clouded by constant fear.,14
1371212506,0.3967752634547053,2008-04-17,8,0.3400465,PUBLIC OPINION.,1
1134234951,0.3967443642796948,1999-07-23,7,0.45392674,Boat people who need a return ride.,14
1284871098,0.396698681104417,1962-11-21,5,0.17444833,A Practical Look at Immigration.,0
1239217433,0.3966799450647885,1979-09-01,7,0.21477693,"Refugees from Thai camps will get priority, official says.",0
1313973035,0.3966720400152654,1945-12-15,4,0.27707303,Croll Advocates Postwar Policy On Immigration.,0
1238520352,0.3966481388820468,1987-08-19,7,0.20772052,Knock down any door.,8
1316218480,0.3965814007958708,1929-02-16,4,0.21197055,BAN ON COMMUTERS AT CANADA'S BORDERS IS PASSED BY HOUSE.,0
1291534923,0.3963610479067371,1956-05-25,5,0.22326536,The Problem of the Refugees.,0
1325752708,0.3963226530329132,1943-03-30,4,0.20858088,CANADA POSTED ON REFUGEES.,0
1444942729,0.3962708976649431,2010-10-20,8,0.37640575,DIPLOMATIC DISPUTE.,7
2122286658,0.3961911035962111,2015-08-12,8,0.16360393,Better than a ban.,13
1325834081,0.3961816260229484,1944-01-24,4,0.29243186,Settlers on the Land Needed.,0
1354538990,0.3961796282949555,1934-03-06,4,0.18867894,IMMIGRATION ROW SEES PARTY BRICKS HURLED IN DEBATE.,0
1238512057,0.3961653842197308,1987-08-05,7,0.3099839,"Ottawa predicts 30,000 will seek refugee status.",2
1147739930,0.3961577101911344,1994-10-31,7,0.3689136,"In a debate over the 'quality' of immigrants, immigrants win.",1
2122054923,0.3960906797155262,2015-11-20,8,0.18914562,"Europe caught between noble instincts, harsh realities.",3
1143706668,0.3960724123871292,1995-03-21,7,0.17132641,"Canada, U.S. seek to end asylum-shopping.",7
1412329763,0.3960660207549734,2009-07-03,8,0.5747475,IMMIGRATION.,10
1237265893,0.3960657646621066,1988-12-29,7,0.34822884,No amnesty for refugee claimants.,2
2459943563,0.3960422506292174,2017-08-15,8,0.32014444,Asylum seekers struggling to find housing.,5
1125459466,0.3960276954892691,2000-01-26,7,0.353438,Norway refuses refugee status to native-rights advocate and wife.,9
1352060779,0.3959528745280752,1921-05-21,4,0.26535,STEPS TO LIMIT ALIENS' ENTRY.,0
1354235370,0.3959527026962098,1906-08-17,2,0.21832071,CANADA'S FUTURE CITIZENS.,0
1124966268,0.3959149537895366,2000-12-22,7,0.123036444,Rule change gives refugees a break.,15
1352107648,0.3959062396011149,1928-10-11,4,0.16123372,PERTINENT QUESTIONS ABOUT IMMIGRATION ARE ASKED BY SYNOD.,0
1138232652,0.3958647995868883,1999-02-27,7,0.22963457,Backlash.,2
2606083149,0.3958019718584712,2018-12-22,8,0.23722015,BACKLASH AT THE BORDER IN 2018; WELCOME TO CANADA? IT DEPENDS.,1
1289096765,0.3957939767481411,1955-08-11,5,0.2834961,Citizens by Compulsion.,0
2122274411,0.3957207348922953,2015-09-15,8,0.18100873,Cameron steps carefully as refugee crisis roils pending U.K. referendum on EU.,3
1237712770,0.3957199135124249,1989-04-10,7,0.26982337,Too risky to accept.,6
1284958315,0.3957177231070419,1961-07-28,5,0.18360814,Right of Deportation Is Questioned.,0
2294020409,0.3956114726006253,2016-01-21,8,0.351495,Cities struggle to house Syrian refugees.,3
1144764108,0.3955227344894997,1995-11-28,7,0.22504988,Pact could thwart asylum-seekers.,5
1151120050,0.3955137254034976,1991-05-30,7,0.26893276,An Economic Council report debunks a few notions about immigration.,1
1237780084,0.3955125984083424,1989-02-24,7,0.10359356,Freedom's darker side.,14
1313742911,0.395425855937376,1988-03-04,7,0.42537567,East Indian refugee claimants blending in to the mainstream.,12
1289249477,0.3952023579599189,1956-11-30,5,0.23927431,"Refugee Fund Passed Swiftly, Unanimously.",0
1313770553,0.3951972226179771,1948-06-03,4,0.25874478,"22,000 Refugees From Baltic Seek Refuge in Canada.",0
1513578248,0.3951961599303484,2011-08-11,8,0.45726383,A MOMENT IN TIME.,11
1695838278,0.3951060148104937,2012-06-15,8,0.4632298,No real refuge in Canada.,15
1411966397,0.3951048818711614,2009-09-22,8,0.21706985,"Immigration, by the ballot.",1
1151446917,0.3950377140911996,1986-04-03,7,0.22544935,Immigrant viewpoints.,0
1238491920,0.3949958599914181,1987-06-25,7,0.14436188,Re Pulled From The Altar.,15
1136812332,0.3949601857936501,1996-08-28,7,0.2166415,Process to deport 'dangerous' immigrants called unfair.,9
1287544276,0.3947396242948252,1950-04-20,4,0.19700654,FINANCE AT LARGE.,0
1151505424,0.3947211057587172,1992-02-19,7,0.12328591,LETTERS TO THE EDITOR.,2
2273270279,0.3947127759844497,2016-06-16,8,0.18258743,Migrant detention rule reform in works.,14
1400818238,0.3946160469522883,2009-10-23,8,0.21025163,THE ASYLUM SEEKERS.,13
1238459200,0.3945692465207996,1987-03-26,7,0.19490589,Holding the line.,1
1291240364,0.3945245667609255,1950-11-15,4,0.24609266,A Policy of Evasion.,0
1371098626,0.3945158465683214,2004-12-28,8,0.1859466,Deadline imminent for seekers of asylum.,5
1357048458,0.3945078516598249,2002-05-02,8,0.30788192,"Deal on refugees not possible without guarantees, Coderre says.",7
1288743935,0.3944799506021236,1959-10-06,5,0.21252654,A Matter of Conscience.,0
2606159196,0.3943364798249534,2018-12-01,8,0.18875195,Dealing with the crisis in Latin America.,6
1313818054,0.3942888373195756,1989-07-21,7,0.4995412,"Tamil claimants visiting Sri Lanka, envoy charges.",11
1355958757,0.3940665385880731,1937-03-05,4,0.22988492,Letter to the Editor 1 -- No Title.,0
1142660397,0.3939996966805332,1993-02-05,7,0.2591192,Why a change of heart does not change policy.,2
1143737540,0.3938901027522828,1997-11-17,7,0.21448198,Letters to the Editor.,1
1355963639,0.3937954215952422,1939-08-18,4,0.24821106,"Proposes 200,000 Refugees Be Invited to Canada in Year.",0
1241522990,0.3937323669711912,1972-03-29,6,0.20641948,"Not required to give asylum, Ottawa says.",0
1323611202,0.3937020679910838,1947-05-02,4,0.14891489,Canada Opens Doors To 'Some Thousands'.,0
1151468785,0.3936700454828629,1986-08-20,7,0.5222833,Sri Lankan travel agencies cashing in on ethnic strife.,11
2606082852,0.3936694755662569,2018-11-16,8,0.22546583,"Ahead of a federal election, what road will Conservatives take on immigration?.",1
2122207414,0.3936663009889249,2015-11-27,8,0.36203754,Kudos--and some questions--about Canada's refugee policy.,3
1141175315,0.393577984314519,1993-04-20,7,0.26937664,Court's refugee decision a troubling one.,2
